tid	birth	sex	age	agegroup	place	area	region	country
sylling_02uk	1979	F	30	A	Sylling	Buskerud	Østlandet	Norway
sylling_03gm	1941	M	67	B	Sylling	Buskerud	Østlandet	Norway
sylling_04gk	1951	F	57	B	Sylling	Buskerud	Østlandet	Norway
time_01um	1990	M	18	A	Time	Rogaland	Vestlandet	Norway
time_02uk	1990	F	18	A	Time	Rogaland	Vestlandet	Norway
time_03gm	1930	M	78	B	Time	Rogaland	Vestlandet	Norway
time_04gk	1935	F	73	B	Time	Rogaland	Vestlandet	Norway
tromsoe_01um	1984	M	24	A	Tromsø	Troms	Nord-Norge	Norway
tromsoe_02uk	1988	F	20	A	Tromsø	Troms	Nord-Norge	Norway
tromsoe_03gm	1945	M	62	B	Tromsø	Troms	Nord-Norge	Norway
tromsoe_04gk	1949	F	59	B	Tromsø	Troms	Nord-Norge	Norway
trondheim_01um	1988	M	19	A	Trondheim	Sør-Trøndelag	Trøndelag	Norway
trondheim_02uk	1990	F	18	A	Trondheim	Sør-Trøndelag	Trøndelag	Norway
trondheim_03gm	1957	M	51	B	Trondheim	Sør-Trøndelag	Trøndelag	Norway
trondheim_04gk	1952	F	56	B	Trondheim	Sør-Trøndelag	Trøndelag	Norway
voss_01um	1990	M	17	A	Voss	Hordaland	Vestlandet	Norway
voss_02uk	1990	F	18	A	Voss	Hordaland	Vestlandet	Norway
voss_03gm	1950	M	58	B	Voss	Hordaland	Vestlandet	Norway
voss_04gk	1948	F	60	B	Voss	Hordaland	Vestlandet	Norway
aal_01um	1984	M	25	A	Ål	Buskerud	Østlandet	Norway
aal_02uk	1980	F	29	A	Ål	Buskerud	Østlandet	Norway
aal_03gm	1940	M	68	B	Ål	Buskerud	Østlandet	Norway
aal_04gk	1932	F	77	B	Ål	Buskerud	Østlandet	Norway
falster5	1927	F	81	B	Falster	NULL	NULL	Denmark
sjaelland2	1929	F	79	B	Sjælland	NULL	NULL	Denmark
sjaelland3	1945	M	63	B	Sjælland	NULL	NULL	Denmark
sjaelland4	1919	F	89	B	Sjælland	NULL	NULL	Denmark
sjaelland5	1927	M	81	B	Sjælland	NULL	NULL	Denmark
sjaelland6	1920	M	88	B	Sjælland	NULL	NULL	Denmark
bornholm1	1940	M	68	B	Bornholm	NULL	NULL	Denmark
bornholm2	1947	F	61	B	Bornholm	NULL	NULL	Denmark
bornholm3	1942	F	66	B	Bornholm	NULL	NULL	Denmark
bornholm4	1955	F	53	B	Bornholm	NULL	NULL	Denmark
bornholm6	1951	M	57	B	Bornholm	NULL	NULL	Denmark
aeroe1	1922	F	86	B	Ærø	NULL	NULL	Denmark
aeroe4	1925	F	83	B	Ærø	NULL	NULL	Denmark
aeroe5	1936	F	72	B	Ærø	NULL	NULL	Denmark
aeroe6	1940	M	68	B	Ærø	NULL	NULL	Denmark
als2	NULL	M	0	B	Als	NULL	NULL	Denmark
als3	NULL	M	0	B	Als	NULL	NULL	Denmark
als4	NULL	M	0	B	Als	NULL	NULL	Denmark
als5	NULL	F	0	B	Als	NULL	NULL	Denmark
als6	NULL	F	0	B	Als	NULL	NULL	Denmark
falster1	1942	F	66	B	Falster	NULL	NULL	Denmark
falster4	1945	F	63	B	Falster	NULL	NULL	Denmark
falster6	1941	M	67	B	Falster	NULL	NULL	Denmark
falster7	1947	F	61	B	Falster	NULL	NULL	Denmark
falster8	1943	M	65	B	Falster	NULL	NULL	Denmark
fyn1	1934	F	74	B	Fyn	NULL	NULL	Denmark
fyn2	1927	M	81	B	Fyn	NULL	NULL	Denmark
fyn3	1927	F	81	B	Fyn	NULL	NULL	Denmark
fyn4	1926	M	82	B	Fyn	NULL	NULL	Denmark
fyn5	1928	M	80	B	Fyn	NULL	NULL	Denmark
fyn6	1942	M	66	B	Fyn	NULL	NULL	Denmark
harbooere_46	1940	M	67	B	Harboøre	NULL	NULL	Denmark
harbooere_48	1945	F	62	B	Harboøre	NULL	NULL	Denmark
harbooere_49	1941	M	66	B	Harboøre	NULL	NULL	Denmark
harbooere_51	1971	M	36	A	Harboøre	NULL	NULL	Denmark
harbooere_55	1998	M	9	A	Harboøre	NULL	NULL	Denmark
harbooere_58	1954	M	53	B	Harboøre	NULL	NULL	Denmark
nordjylland1	NULL	F	0	B	Nordjylland	NULL	NULL	Denmark
nordjylland2	NULL	M	0	B	Nordjylland	NULL	NULL	Denmark
nordjylland3	NULL	F	0	B	Nordjylland	NULL	NULL	Denmark
nordjylland4	NULL	M	0	B	Nordjylland	NULL	NULL	Denmark
nordjylland5	NULL	M	0	B	Nordjylland	NULL	NULL	Denmark
oestjylland1	NULL	M	0	B	Østjylland	NULL	NULL	Denmark
oestjylland3	NULL	M	0	B	Østjylland	NULL	NULL	Denmark
oestjylland4	NULL	F	0	B	Østjylland	NULL	NULL	Denmark
oestjylland5	NULL	F	0	B	Østjylland	NULL	NULL	Denmark
oestjylland6	NULL	F	0	B	Østjylland	NULL	NULL	Denmark
vestjylland2	NULL	M	0	B	Vestjylland	NULL	NULL	Denmark
vestjylland3	NULL	M	0	B	Vestjylland	NULL	NULL	Denmark
vestjylland4	NULL	F	0	B	Vestjylland	NULL	NULL	Denmark
vestjylland5	1931	F	77	B	Vestjylland	NULL	NULL	Denmark
vestjylland6	NULL	F	0	B	Vestjylland	NULL	NULL	Denmark
aarhus1	NULL	M	0	B	Århus	NULL	NULL	Denmark
aarhus3	1922	M	86	B	Århus	NULL	NULL	Denmark
aarhus4	NULL	F	0	B	Århus	NULL	NULL	Denmark
aarhus5	NULL	F	0	B	Århus	NULL	NULL	Denmark
aarhus6	NULL	F	0	B	Århus	NULL	NULL	Denmark
fuglafjoerdur_f12	1942	M	66	B	Fuglafjørður	Norðureysturoy	Eysturoy	Faroe
fuglafjoerdur_f25	1960	M	48	B	Fuglafjørður	Norðureysturoy	Eysturoy	Faroe
klaksvik_k32	1965	M	43	B	Klaksvík	Borðoy	Norðuroyggjar	Faroe
sandur_s5	1987	M	21	A	Sandur	Sandoy	Sunnanfjørðs	Faroe
sandur_s16	1991	M	17	A	Sandur	Sandoy	Sunnanfjørðs	Faroe
torshavn_t13	1953	F	55	B	Tórshavn	Suðurstreymoy	Streymoy	Faroe
torshavn_t16	1934	F	74	B	Tórshavn	Suðurstreymoy	Streymoy	Faroe
tvoeroyri_tv14	1962	F	46	B	Tvøroyri	Suðuroy	Sunnanfjørðs	Faroe
brunnsberg_55	1940	M	67	B	Brunnsberg	Dalarna	Svealand	Sweden
spjald_07	1993	F	15	A	Spjald	NULL	NULL	Denmark
spjald_08	1993	M	15	A	Spjald	NULL	NULL	Denmark
sevel_74	1931	M	77	B	Sevel	NULL	NULL	Denmark
sevel_76	1939	M	69	B	Sevel	NULL	NULL	Denmark
sevel_71	1948	F	60	B	Sevel	NULL	NULL	Denmark
sevel_77	1936	F	72	B	Sevel	NULL	NULL	Denmark
spjald_15	1932	M	76	B	Spjald	NULL	NULL	Denmark
spjald_21	1939	M	69	B	Spjald	NULL	NULL	Denmark
thorsminde_64	1926	M	82	B	Thorsminde	NULL	NULL	Denmark
thorsminde_67	1944	M	64	B	Thorsminde	NULL	NULL	Denmark
thorsminde_65	1945	M	63	B	Thorsminde	NULL	NULL	Denmark
thorsminde_66	1939	M	69	B	Thorsminde	NULL	NULL	Denmark
faro_ym1	1970	M	29	A	Fårö	Gotland	Gotland	Sweden
aeroe_kone	NULL	F	0	B	Ærø	NULL	NULL	Denmark
ullensvang_ma_01	0	M	72	B	Ullensvang	Hordaland	Vestlandet	Norway
uvdal_ma_01	NULL	M	0	B	Uvdal	Buskerud	Østlandet	Norway
uvdal_ma_02	NULL	F	0	B	Uvdal	Buskerud	Østlandet	Norway
uvdal_ma_03	NULL	M	0	B	Uvdal	Buskerud	Østlandet	Norway
uvdal_ma_04	NULL	M	0	B	Uvdal	Buskerud	Østlandet	Norway
uvdal_ma_05	1882	F	92	B	Uvdal	Buskerud	Østlandet	Norway
vadsoe_ma_01	1900	M	74	B	Vadsø	Finmark	Nord-Norge	Norway
valle_ma_01	0	M	0	B	Valle	Telemark	Østlandet	Norway
vegaarshei_ma_01	NULL	M	0	B	Vegårshei	Aust-Agder	Sørlandet	Norway
vardoe_ma_01	NULL	F	0	B	Vardø	Finnmark	Nord-Norge	Norway
vaagaa_ma_01	NULL	F	0	B	Vågå	Oppland	Østlandet	Norway
aukra_ma_01	1897	M	72	B	Aukra	Møre og Romsdal	Vestlandet	Norway
boe_ma_05	1955	F	21	A	Bø	Telemark	Østlandet	Norway
boe_ma_06	NULL	M	0	B	Bø	Telemark	Østlandet	Norway
boe_ma_04	NULL	F	0	A	Bø	Telemark	Østlandet	Norway
boe_ma_03	1918	F	58	B	Bø	Telemark	Østlandet	Norway
boe_ma_01	1902	F	74	B	Bø	Telemark	Østlandet	Norway
boe_ma_02	1925	M	51	B	Bø	Telemark	Østlandet	Norway
brandbu_ma_02	1893	F	80	B	Brandbu	Oppland	Østlandet	Norway
brunlanes_ma_01	1902	M	66	B	Brunlanes	Vestfold	Østlandet	Norway
brunlanes_ma_02	1897	M	71	B	Brunlanes	Vestfold	Østlandet	Norway
brunlanes_ma_03	NULL	F	0	B	Brunlanes	Vestfold	Østlandet	Norway
drevsjoe_ma_01	1909	M	65	B	Drevsjø	Hedmark	Østlandet	Norway
drevsjoe_ma_02	1905	M	69	B	Drevsjø	Hedmark	Østlandet	Norway
eid_ma_01	1890	M	88	B	Eid	Sogn og Fjordane	Vestlandet	Norway
eid_ma_02	1889	M	89	B	Eid	Sogn og Fjordane	Vestlandet	Norway
eidfjord_ma_01	1912	M	67	B	Eidfjord	Hordaland	Vestlandet	Norway
eiken_ma_01	1887	M	82	B	Eiken	Vest-Agder	Sørlandet	Norway
flaa_ma_01	1912	F	67	B	Flå	Buskerud	Østlandet	Norway
flaa_ma_02	1914	M	65	B	Flå	Buskerud	Østlandet	Norway
fraena_ma_01	1908	M	71	B	Fræna	Møre og Romsdal	Vestlandet	Norway
fraena_ma_02	1911	F	68	B	Fræna	Møre og Romsdal	Vestlandet	Norway
gausdal_ma_01	NULL	M	0	B	Gausdal	Oppland	Østlandet	Norway
gausdal_ma_02	NULL	M	0	B	Gausdal	Oppland	Østlandet	Norway
gjesdal_ma_01	1895	F	73	B	Gjesdal	Rogaland	Vestlandet	Norway
gjesdal_ma_02	1875	F	93	B	Gjesdal	Rogaland	Vestlandet	Norway
hjartdal_ma_01	NULL	M	0	B	Hjartdal	Telemark	Østlandet	Norway
hole_ma_01	0	M	72	B	Hole	Buskerud	Østlandet	Norway
hole_ma_02	0	F	75	B	Hole	Buskerud	Østlandet	Norway
holt_ma_01	1895	M	73	B	Holt	Aust-Agder	Sørlandet	Norway
holt_ma_02	1906	M	62	B	Holt	Aust-Agder	Sørlandet	Norway
holt_ma_03	1876	M	92	B	Holt	Aust-Agder	Sørlandet	Norway
hyen_ma_01	1914	F	62	B	Hyen	Sogn og Fjordane	Vestlandet	Norway
hyen_ma_02	1910	F	66	B	Hyen	Sogn og Fjordane	Vestlandet	Norway
nannestad_ma_01	1903	M	67	B	Nannestad	Akershus	Østlandet	Norway
nordreland_ma_01	NULL	F	0	B	Nordre Land	Oppland	Østlandet	Norway
nordreland_ma_02	NULL	M	0	B	Nordre Land	Oppland	Østlandet	Norway
nordreland_ma_03	1883	M	84	B	Nordre Land	Oppland	Østlandet	Norway
nordreland_ma_04	NULL	M	0	B	Nordre Land	Oppland	Østlandet	Norway
rendal_ma_01	NULL	M	0	B	Rendalen	Hedmark	Østlandet	Norway
rendal_ma_02	NULL	F	0	B	Rendalen	Hedmark	Østlandet	Norway
roeros_ma_01	1883	M	85	B	Røros	Sør-Trøndelag	Trøndelag	Norway
roeros_ma_02	1947	M	21	A	Røros	Sør-Trøndelag	Trøndelag	Norway
raade_ma_01	1884	F	74	B	Råde	Østfold	Østlandet	Norway
seljord_ma_01	NULL	F	0	B	Seljord	Telemark	Østlandet	Norway
skjaak_ma_01	NULL	M	0	B	Skjåk	Oppland	Østlandet	Norway
soendeled_ma_01	1880	F	92	B	Søndeled	Aust-Agder	Sørlandet	Norway
sunndal_ma_01	1880	M	94	B	Sunndal	Møre og Romsdal	Vestlandet	Norway
tranoey_ma_01	NULL	M	0	B	Tranøy	Troms	Nord-Norge	Norway
aaseral_ma_01	NULL	M	0	B	Åseral	Vest-Agder	Sørlandet	Norway
aasnes_ma_02	1897	M	74	B	Åsnes	Hedmark	Østlandet	Norway
kvamsoey_ma_01	NULL	F	0	B	Kvamsøy	Møre og Romsdal	Vestlandet	Norway
kvamsoey_ma_02	1895	M	77	B	Kvamsøy	Møre og Romsdal	Vestlandet	Norway
kvinnherad_ma_09	NULL	M	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
kvinnherad_ma_08	NULL	M	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
kvinnherad_ma_07	NULL	M	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
kvinnherad_ma_06	NULL	M	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
kvinnherad_ma_04	NULL	M	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
kvinnherad_ma_05	NULL	M	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
kvinnherad_ma_03	NULL	F	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
kvinnherad_ma_02	NULL	F	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
kvinnherad_ma_01	NULL	M	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
ljoerdalen_ma_01	1895	M	79	B	Ljørdalen	Hedmark	Østlandet	Norway
ljoerdalen_ma_02	1899	M	75	B	Ljørdalen	Hedmark	Østlandet	Norway
kvinnherad_ma_10	NULL	M	0	B	Kvinnherad	Hordaland	Vestlandet	Norway
nordodal_ma_01	1894	M	70	B	Nord-Odal	Hedmark	Østlandet	Norway
oevresirdal_ma_01	0	M	0	B	Øvre Sirdal	Vest-Agder	Sørlandet	Norway
otteroey_ma_01	NULL	M	0	B	Otterøy	Nord-Trøndelag	Trøndelag	Norway
storsandnes_ma_01	1907	M	60	B	Storsandnes	Nordland	Nord-Norge	Norway
rauland_ma_01	NULL	M	0	B	Rauland	Telemark	Østlandet	Norway
skien_ma_01	1911	M	0	B	Skien	Telemark	Østlandet	Norway
soegne_ma_01	1900	F	80	B	Søgne	Vest-Agder	Sørlandet	Norway
soerdalen_ma_01	1900	F	79	B	Sørdalen	Troms	Nord-Norge	Norway
soerodal_ma_01	1896	M	76	B	Sør-Odal	Hedmark	Østlandet	Norway
stordal_ma_01	1911	M	62	B	Stordal	Møre og Romsdal	Vestlandet	Norway
toten_ma_01	NULL	M	0	B	Toten	Oppland	Østlandet	Norway
toten_ma_02	NULL	M	0	B	Toten	Oppland	Østlandet	Norway
toten_ma_03	NULL	M	0	B	Toten	Oppland	Østlandet	Norway
aal_ma_01	1887	F	87	B	Ål	Buskerud	Østlandet	Norway
reykjavik_07gm	NULL	M	0	B	Reykjavik	NULL	NULL	Iceland
reykjavik_03gm	NULL	M	0	B	Reykjavik	NULL	NULL	Iceland
heroeyN_01um	1992	M	17	A	Herøy N	Nordland	Nord-Norge	Norway
heroeyN_02uk	1992	F	17	A	Herøy N	Nordland	Nord-Norge	Norway
heroeyN_03gm	1944	M	65	B	Herøy N	Nordland	Nord-Norge	Norway
heroeyN_04gk	1943	F	66	B	Herøy N	Nordland	Nord-Norge	Norway
hof_01um	1991	M	18	A	Hof	Vestfold	Østlandet	Norway
hof_02uk	1980	F	28	A	Hof	Vestfold	Østlandet	Norway
hof_03gm	1947	M	62	B	Hof	Vestfold	Østlandet	Norway
hof_04gk	1956	F	53	B	Hof	Vestfold	Østlandet	Norway
lommedalen_03gm	1921	M	88	B	Lommedalen	Akershus	Østlandet	Norway
lommedalen_04gk	1937	F	72	B	Lommedalen	Akershus	Østlandet	Norway
hammerfest_06uk	NULL	F	0	A	Hammerfest	Finnmark	Nord-Norge	Norway
enebakk_02uk	1996	F	14	A	Enebakk	Akershus	Østlandet	Norway
enebakk_01um	1990	M	20	A	Enebakk	Akershus	Østlandet	Norway
ballangen_01um	1994	M	15	A	Ballangen	Nordland	Nord-Norge	Norway
ballangen_02uk	1994	F	15	A	Ballangen	Nordland	Nord-Norge	Norway
ballangen_03gm	1941	M	68	B	Ballangen	Nordland	Nord-Norge	Norway
ballangen_04gk	1949	F	60	B	Ballangen	Nordland	Nord-Norge	Norway
enebakk_03gm	1951	M	59	B	Enebakk	Akershus	Østlandet	Norway
enebakk_04gk	1955	F	55	B	Enebakk	Akershus	Østlandet	Norway
hattfjelldal_01um	1981	M	28	A	Hattfjelldal	Nordland	Nord-Norge	Norway
hattfjelldal_02uk	1982	F	27	A	Hattfjelldal	Nordland	Nord-Norge	Norway
hattfjelldal_03gm	1951	M	59	B	Hattfjelldal	Nordland	Nord-Norge	Norway
hattfjelldal_04gk	1940	F	69	B	Hattfjelldal	Nordland	Nord-Norge	Norway
inderoey_01um	1987	M	22	A	Inderøy	Nord-Trøndelag	Trøndelag	Norway
inderoey_02uk	1991	F	18	A	Inderøy	Nord-Trøndelag	Trøndelag	Norway
inderoey_03gm	1939	M	70	B	Inderøy	Nord-Trøndelag	Trøndelag	Norway
inderoey_04gk	1936	F	73	B	Inderøy	Nord-Trøndelag	Trøndelag	Norway
mo_i_rana_01um	1990	M	19	A	Mo i Rana	Nordland	Nord-Norge	Norway
mo_i_rana_02uk	1991	F	18	A	Mo i Rana	Nordland	Nord-Norge	Norway
mo_i_rana_03gm	1951	M	58	B	Mo i Rana	Nordland	Nord-Norge	Norway
mo_i_rana_04gk	1952	F	57	B	Mo i Rana	Nordland	Nord-Norge	Norway
narvik_01um	1992	M	17	A	Narvik	Nordland	Nord-Norge	Norway
narvik_02uk	1992	F	17	A	Narvik	Nordland	Nord-Norge	Norway
narvik_03gm	1959	M	50	B	Narvik	Nordland	Nord-Norge	Norway
signaldalen_ma_01	1894	M	85	B	Signaldalen	Troms	Nord-Norge	Norway
oppdal_02	1940	F	70	B	Oppdal	Sør-Trøndelag	Trøndelag	Norway
oppdal_10	1992	F	18	A	Oppdal	Sør-Trøndelag	Trøndelag	Norway
oppdal_24	1991	F	18	A	Oppdal	Sør-Trøndelag	Trøndelag	Norway
oppdal_31	1935	M	75	B	Oppdal	Sør-Trøndelag	Trøndelag	Norway
rauma_01um	1993	M	16	A	Rauma	Møre og Romsdal	Vestlandet	Norway
rauma_02uk	1983	F	26	A	Rauma	Møre og Romsdal	Vestlandet	Norway
rauma_03gm	1949	M	60	B	Rauma	Møre og Romsdal	Vestlandet	Norway
rauma_04gk	1958	F	51	B	Rauma	Møre og Romsdal	Vestlandet	Norway
stokkoeya_24	1938	F	70	B	Stokkøya	Sør-Trøndelag	Trøndelag	Norway
stokkoeya_29	1930	M	79	B	Stokkøya	Sør-Trøndelag	Trøndelag	Norway
stokkoeya_31	1995	F	14	A	Stokkøya	Sør-Trøndelag	Trøndelag	Norway
stokkoeya_33	1995	M	14	A	Stokkøya	Sør-Trøndelag	Trøndelag	Norway
surnadal_18	1940	M	70	B	Surnadal	Møre og Romsdal	Vestlandet	Norway
surnadal_19	1939	M	71	B	Surnadal	Møre og Romsdal	Vestlandet	Norway
surnadal_28	1991	F	18	A	Surnadal	Møre og Romsdal	Vestlandet	Norway
surnadal_29	1991	F	18	A	Surnadal	Møre og Romsdal	Vestlandet	Norway
vestre_slidre_03gm	1933	M	77	B	Vestre Slidre	Oppland	Østlandet	Norway
vestre_slidre_04gk	1924	F	86	B	Vestre Slidre	Oppland	Østlandet	Norway
volda_01um	1984	M	25	A	Volda	Møre og Romsdal	Vestlandet	Norway
volda_02uk	1991	F	18	A	Volda	Møre og Romsdal	Vestlandet	Norway
volda_03gm	1952	M	57	B	Volda	Møre og Romsdal	Vestlandet	Norway
volda_04gk	1943	F	66	B	Volda	Møre og Romsdal	Vestlandet	Norway
bud_01um	1982	M	28	A	Bud	Møre og Romsdal	Vestlandet	Norway
bud_02uk	1987	F	23	A	Bud	Møre og Romsdal	Vestlandet	Norway
bud_03gm	1932	M	77	B	Bud	Møre og Romsdal	Vestlandet	Norway
bud_04gk	1938	F	72	B	Bud	Møre og Romsdal	Vestlandet	Norway
heroeyMR_01um	1993	M	17	A	Herøy MR	Møre og Romsdal	Vestlandet	Norway
heroeyMR_02uk	1993	F	17	A	Herøy MR	Møre og Romsdal	Vestlandet	Norway
heroeyMR_03gm	1945	M	65	B	Herøy MR	Møre og Romsdal	Vestlandet	Norway
heroeyMR_04gk	1952	F	58	B	Herøy MR	Møre og Romsdal	Vestlandet	Norway
kautokeino_01um	1994	M	17	A	Kautokeino	Finnmark	Nord-Norge	Norway
kautokeino_02uk	1981	F	30	A	Kautokeino	Finnmark	Nord-Norge	Norway
kautokeino_03gm	1952	M	59	B	Kautokeino	Finnmark	Nord-Norge	Norway
kautokeino_04gk	1959	F	52	B	Kautokeino	Finnmark	Nord-Norge	Norway
kvaenangen_01um	1988	M	23	A	Kvænangen	Troms	Nord-Norge	Norway
kvaenangen_02uk	1988	F	23	A	Kvænangen	Troms	Nord-Norge	Norway
kvaenangen_03gm	1949	M	62	B	Kvænangen	Troms	Nord-Norge	Norway
kvaenangen_04gk	1952	F	59	B	Kvænangen	Troms	Nord-Norge	Norway
lierne_01um	1995	M	15	A	Lierne	Nord-Trøndelag	Trøndelag	Norway
lierne_02uk	1995	F	15	A	Lierne	Nord-Trøndelag	Trøndelag	Norway
lierne_03gm	1942	M	68	B	Lierne	Nord-Trøndelag	Trøndelag	Norway
lierne_04gk	1956	F	54	B	Lierne	Nord-Trøndelag	Trøndelag	Norway
lommedalen_01um	1988	M	22	A	Lommedalen	Akershus	Østlandet	Norway
lommedalen_02uk	1981	F	29	A	Lommedalen	Akershus	Østlandet	Norway
nes_01um	1983	M	27	A	Nes	Akershus	Østlandet	Norway
nes_02uk	1992	F	18	A	Nes	Akershus	Østlandet	Norway
nes_03gm	1946	M	64	B	Nes	Akershus	Østlandet	Norway
nes_04gk	1954	F	55	B	Nes	Akershus	Østlandet	Norway
rena_01um	1995	M	15	A	Rena	Hedmark	Østlandet	Norway
rena_02uk	1995	F	15	A	Rena	Hedmark	Østlandet	Norway
rena_03gm	1944	M	66	B	Rena	Hedmark	Østlandet	Norway
rena_04gk	1941	F	69	B	Rena	Hedmark	Østlandet	Norway
roeros_01um	1987	M	23	A	Røros	Sør-Trøndelag	Trøndelag	Norway
roeros_02uk	1990	F	20	A	Røros	Sør-Trøndelag	Trøndelag	Norway
engerdal_ma_02	NULL	F	0	B	Engerdal	Hedmark	Østlandet	Norway
roeros_04gk	1940	F	70	B	Røros	Sør-Trøndelag	Trøndelag	Norway
roeros_03gm	1934	M	76	B	Røros	Sør-Trøndelag	Trøndelag	Norway
bjugn_15	1945	M	64	B	Bjugn	Sør-Trøndelag	Trøndelag	Norway
bjugn_16	1990	F	19	A	Bjugn	Sør-Trøndelag	Trøndelag	Norway
bjugn_19	1952	F	56	B	Bjugn	Sør-Trøndelag	Trøndelag	Norway
bjugn_23	1988	M	21	A	Bjugn	Sør-Trøndelag	Trøndelag	Norway
skaugdalen_36	1989	M	20	A	Skaugdalen	Sør-Trøndelag	Trøndelag	Norway
skaugdalen_37	1942	F	67	B	Skaugdalen	Sør-Trøndelag	Trøndelag	Norway
skaugdalen_39	1944	M	65	B	Skaugdalen	Sør-Trøndelag	Trøndelag	Norway
skaugdalen_43	1986	F	23	A	Skaugdalen	Sør-Trøndelag	Trøndelag	Norway
soemna_01um	1989	M	20	A	Sømna	Nordland	Nord-Norge	Norway
soemna_02uk	1992	F	17	A	Sømna	Nordland	Nord-Norge	Norway
soemna_03gm	1939	M	70	B	Sømna	Nordland	Nord-Norge	Norway
soemna_04gk	1940	F	69	B	Sømna	Nordland	Nord-Norge	Norway
stranda_01um	1985	M	25	A	Stranda	Møre og Romsdal	Vestlandet	Norway
stranda_02uk	1993	F	17	A	Stranda	Møre og Romsdal	Vestlandet	Norway
stranda_03gm	1947	M	63	B	Stranda	Møre og Romsdal	Vestlandet	Norway
stranda_04gk	1945	F	65	B	Stranda	Møre og Romsdal	Vestlandet	Norway
gauldal_03gm	1950	M	60	B	Gauldal	Sør-Trøndelag	Trøndelag	Norway
gauldal_04gk	1945	F	65	B	Gauldal	Sør-Trøndelag	Trøndelag	Norway
kirkenes_01um	1992	M	18	A	Kirkenes	Finnmark	Nord-Norge	Norway
kirkenes_02uk	1982	F	27	A	Kirkenes	Finnmark	Nord-Norge	Norway
kirkenes_03gm	1948	M	61	B	Kirkenes	Finnmark	Nord-Norge	Norway
kirkenes_04gk	1950	F	59	B	Kirkenes	Finnmark	Nord-Norge	Norway
vardoe_01um	1993	M	16	A	Vardø	Finnmark	Nord-Norge	Norway
vardoe_02uk	1987	F	22	A	Vardø	Finnmark	Nord-Norge	Norway
vardoe_03gm	1939	M	71	B	Vardø	Finnmark	Nord-Norge	Norway
vardoe_04gk	1962	F	47	B	Vardø	Finnmark	Nord-Norge	Norway
engerdal_ma_01	NULL	M	0	B	Engerdal	Hedmark	Østlandet	Norway
drangedal_ma_01	NULL	M	0	B	Drangedal	Telemark	Østlandet	Norway
etne_ma_01	NULL	F	0	B	Etne	Hordaland	Vestlandet	Norway
etne_ma_02	NULL	M	0	B	Etne	Hordaland	Vestlandet	Norway
etne_ma_03	NULL	M	0	B	Etne	Hordaland	Vestlandet	Norway
finnoey_ma_01	1901	M	88	B	Finnøy	Møre og Romsdal	Vestlandet	Norway
lesja_ma_01	1889	F	84	B	Lesja	Oppland	Østlandet	Norway
lommedalen_ma_01	1897	F	65	B	Lommedalen	Akershus	Østlandet	Norway
lommedalen_ma_02	1888	F	74	B	Lommedalen	Akershus	Østlandet	Norway
lommedalen_ma_03	1885	M	77	B	Lommedalen	Akershus	Østlandet	Norway
nordodal_ma_02	NULL	F	0	NULL	Nord-Odal	Hedmark	Østlandet	Norway
boe_ma_07	NULL	M	0	NULL	NULL	NULL	NULL	Norway
ogna_ma_01	1881	F	86	B	Ogna	Rogaland	Vestlandet	Norway
rana_ma_01	NULL	M	0	B	Rana	Nordland	Nord-Norge	Norway
tolga_ma_01	NULL	M	0	B	Tolga	Hedmark	Østlandet	Norway
tolga_ma_02	NULL	M	0	B	Tolga	Hedmark	Østlandet	Norway
oeyer_ma_01	NULL	M	0	B	Øyer	Oppland	Østlandet	Norway
tana_01um	1988	M	21	A	Tana	Finnmark	Nord-Norge	Norway
tana_02uk	1986	F	24	A	Tana	Finnmark	Nord-Norge	Norway
tana_03gm	1949	M	61	B	Tana	Finnmark	Nord-Norge	Norway
tana_04gk	1950	F	60	B	Tana	Finnmark	Nord-Norge	Norway
lakselv_01um	1986	M	24	A	Lakselv	Finnmark	Nord-Norge	Norway
lakselv_02uk	1994	F	16	A	Lakselv	Finnmark	Nord-Norge	Norway
lakselv_03gm	1939	M	71	B	Lakselv	Finnmark	Nord-Norge	Norway
lakselv_04gk	1960	F	50	B	Lakselv	Finnmark	Nord-Norge	Norway
kbh2	1952	M	56	B	København	NULL	NULL	Denmark
kbh1	1932	F	76	B	København	NULL	NULL	Denmark
kbh3	1918	F	90	B	København	NULL	NULL	Denmark
kbh4	1945	F	63	B	København	NULL	NULL	Denmark
kbh5	1945	M	63	B	København	NULL	NULL	Denmark
kbh6	1914	F	94	B	København	NULL	NULL	Denmark
kbh7	1944	F	64	B	København	NULL	NULL	Denmark
north-iceland_01um	NULL	M	0	A	North Iceland	NULL	NULL	Iceland
north-iceland_05um	NULL	M	0	A	North Iceland	NULL	NULL	Iceland
reykjavik_02uk	NULL	F	0	A	Reykjavik	NULL	NULL	Iceland
reykjavik_06uk	NULL	F	0	A	Reykjavik	NULL	NULL	Iceland
aamot_ma_01	1898	M	86	B	Åmot	Hedmark	Østlandet	Norway
